"","workerid","trial_index","points","choice","choice_goodbad","condition","source","final_points","expected_value","total_expected_value"
"1597",776,37,0,0,"worst","regret_late","data",25,0.2,25.8
"1598",776,38,1,2,"medium","regret_late","data",25,0.5,25.8
"1599",776,39,0,0,"worst","regret_late","data",25,0.2,25.8
"1600",776,40,0,1,"best","regret_late","data",25,0.7,25.8
"1601",776,41,1,2,"medium","regret_late","data",25,0.5,25.8
"1602",776,42,1,0,"worst","regret_late","data",25,0.2,25.8
"1603",776,43,1,1,"best","regret_late","data",25,0.7,25.8
"1604",776,44,0,2,"medium","regret_late","data",25,0.5,25.8
"1605",776,45,0,1,"best","regret_late","data",25,0.7,25.8
"1606",776,46,1,0,"worst","regret_late","data",25,0.2,25.8
"1607",776,47,1,2,"medium","regret_late","data",25,0.5,25.8
"1608",776,48,1,1,"best","regret_late","data",25,0.7,25.8
"1609",776,49,0,0,"worst","regret_late","data",25,0.2,25.8
"1610",776,50,1,1,"best","regret_late","data",25,0.7,25.8
"1611",776,51,1,2,"medium","regret_late","data",25,0.5,25.8
"1612",776,52,0,0,"worst","regret_late","data",25,0.2,25.8
"1613",776,53,0,0,"worst","regret_late","data",25,0.2,25.8
"1614",776,54,1,1,"best","regret_late","data",25,0.7,25.8
"1615",776,55,1,1,"best","regret_late","data",25,0.7,25.8
"1616",776,56,0,1,"best","regret_late","data",25,0.7,25.8
"1617",776,57,1,2,"medium","regret_late","data",25,0.5,25.8
"1618",776,58,1,2,"medium","regret_late","data",25,0.5,25.8
"1619",776,59,0,0,"worst","regret_late","data",25,0.2,25.8
"1620",776,60,0,0,"worst","regret_late","data",25,0.2,25.8
"1621",867,1,1,0,"best","regret_late","data",37,0.7,36.5
"1622",867,2,1,0,"best","regret_late","data",37,0.7,36.5
"1623",867,3,0,0,"best","regret_late","data",37,0.7,36.5
"1624",867,4,0,1,"worst","regret_late","data",37,0.2,36.5
"1625",867,5,0,2,"medium","regret_late","data",37,0.5,36.5
"1626",867,6,0,0,"best","regret_late","data",37,0.7,36.5
"1627",867,7,0,1,"worst","regret_late","data",37,0.2,36.5
"1628",867,8,1,2,"medium","regret_late","data",37,0.5,36.5
"1629",867,9,0,2,"medium","regret_late","data",37,0.5,36.5
"1630",867,10,1,1,"worst","regret_late","data",37,0.2,36.5
"1631",867,11,1,1,"worst","regret_late","data",37,0.2,36.5
"1632",867,12,0,1,"worst","regret_late","data",37,0.2,36.5
"1633",867,13,0,1,"worst","regret_late","data",37,0.2,36.5
"1634",867,14,1,0,"best","regret_late","data",37,0.7,36.5
"1635",867,15,1,0,"best","regret_late","data",37,0.7,36.5
"1636",867,16,1,0,"best","regret_late","data",37,0.7,36.5
"1637",867,17,1,0,"best","regret_late","data",37,0.7,36.5
"1638",867,18,0,0,"best","regret_late","data",37,0.7,36.5
"1639",867,19,1,0,"best","regret_late","data",37,0.7,36.5
"1640",867,20,1,0,"best","regret_late","data",37,0.7,36.5
"1641",867,21,1,0,"best","regret_late","data",37,0.7,36.5
"1642",867,22,1,0,"best","regret_late","data",37,0.7,36.5
"1643",867,23,0,0,"best","regret_late","data",37,0.7,36.5
"1644",867,24,1,0,"best","regret_late","data",37,0.7,36.5
"1645",867,25,0,0,"best","regret_late","data",37,0.7,36.5
"1646",867,26,1,0,"best","regret_late","data",37,0.7,36.5
"1647",867,27,1,0,"best","regret_late","data",37,0.7,36.5
"1648",867,28,0,0,"best","regret_late","data",37,0.7,36.5
"1649",867,29,0,0,"best","regret_late","data",37,0.7,36.5
"1650",867,30,1,1,"worst","regret_late","data",37,0.2,36.5
"1651",867,31,1,0,"best","regret_late","data",37,0.7,36.5
"1652",867,32,0,0,"best","regret_late","data",37,0.7,36.5
"1653",867,33,1,0,"best","regret_late","data",37,0.7,36.5
"1654",867,34,1,0,"best","regret_late","data",37,0.7,36.5
"1655",867,35,1,0,"best","regret_late","data",37,0.7,36.5
"1656",867,36,0,0,"best","regret_late","data",37,0.7,36.5
"1657",867,37,0,1,"worst","regret_late","data",37,0.2,36.5
"1658",867,38,1,2,"medium","regret_late","data",37,0.5,36.5
"1659",867,39,0,2,"medium","regret_late","data",37,0.5,36.5
"1660",867,40,1,0,"best","regret_late","data",37,0.7,36.5
"1661",867,41,1,0,"best","regret_late","data",37,0.7,36.5
"1662",867,42,1,0,"best","regret_late","data",37,0.7,36.5
"1663",867,43,1,0,"best","regret_late","data",37,0.7,36.5
"1664",867,44,1,0,"best","regret_late","data",37,0.7,36.5
"1665",867,45,0,0,"best","regret_late","data",37,0.7,36.5
"1666",867,46,0,0,"best","regret_late","data",37,0.7,36.5
"1667",867,47,1,0,"best","regret_late","data",37,0.7,36.5
"1668",867,48,1,0,"best","regret_late","data",37,0.7,36.5
"1669",867,49,0,0,"best","regret_late","data",37,0.7,36.5
"1670",867,50,0,1,"worst","regret_late","data",37,0.2,36.5
"1671",867,51,0,0,"best","regret_late","data",37,0.7,36.5
"1672",867,52,1,0,"best","regret_late","data",37,0.7,36.5
"1673",867,53,1,0,"best","regret_late","data",37,0.7,36.5
"1674",867,54,1,0,"best","regret_late","data",37,0.7,36.5
"1675",867,55,1,0,"best","regret_late","data",37,0.7,36.5
"1676",867,56,1,0,"best","regret_late","data",37,0.7,36.5
"1677",867,57,1,0,"best","regret_late","data",37,0.7,36.5
"1678",867,58,1,0,"best","regret_late","data",37,0.7,36.5
"1679",867,59,0,0,"best","regret_late","data",37,0.7,36.5
"1680",867,60,1,0,"best","regret_late","data",37,0.7,36.5
"1681",821,1,1,0,"worst","regret_late","data",27,0.2,31.9
"1682",821,2,0,0,"worst","regret_late","data",27,0.2,31.9
"1683",821,3,1,0,"worst","regret_late","data",27,0.2,31.9
"1684",821,4,0,0,"worst","regret_late","data",27,0.2,31.9
"1685",821,5,0,0,"worst","regret_late","data",27,0.2,31.9
"1686",821,6,0,1,"best","regret_late","data",27,0.7,31.9
"1687",821,7,1,1,"best","regret_late","data",27,0.7,31.9
"1688",821,8,0,1,"best","regret_late","data",27,0.7,31.9
"1689",821,9,1,1,"best","regret_late","data",27,0.7,31.9
"1690",821,10,0,1,"best","regret_late","data",27,0.7,31.9
"1691",821,11,0,1,"best","regret_late","data",27,0.7,31.9
"1692",821,12,1,2,"medium","regret_late","data",27,0.5,31.9
"1693",821,13,1,2,"medium","regret_late","data",27,0.5,31.9
"1694",821,14,1,2,"medium","regret_late","data",27,0.5,31.9
"1695",821,15,1,2,"medium","regret_late","data",27,0.5,31.9
"1696",821,16,1,2,"medium","regret_late","data",27,0.5,31.9
"1697",821,17,0,2,"medium","regret_late","data",27,0.5,31.9
"1698",821,18,1,2,"medium","regret_late","data",27,0.5,31.9
"1699",821,19,1,2,"medium","regret_late","data",27,0.5,31.9
"1700",821,20,0,2,"medium","regret_late","data",27,0.5,31.9
"1701",821,21,0,2,"medium","regret_late","data",27,0.5,31.9
"1702",821,22,0,2,"medium","regret_late","data",27,0.5,31.9
"1703",821,23,0,2,"medium","regret_late","data",27,0.5,31.9
"1704",821,24,0,2,"medium","regret_late","data",27,0.5,31.9
"1705",821,25,1,1,"best","regret_late","data",27,0.7,31.9
"1706",821,26,0,1,"best","regret_late","data",27,0.7,31.9
"1707",821,27,0,0,"worst","regret_late","data",27,0.2,31.9
"1708",821,28,0,1,"best","regret_late","data",27,0.7,31.9
"1709",821,29,1,1,"best","regret_late","data",27,0.7,31.9
"1710",821,30,0,2,"medium","regret_late","data",27,0.5,31.9
"1711",821,31,1,2,"medium","regret_late","data",27,0.5,31.9
"1712",821,32,0,2,"medium","regret_late","data",27,0.5,31.9
"1713",821,33,0,1,"best","regret_late","data",27,0.7,31.9
"1714",821,34,0,0,"worst","regret_late","data",27,0.2,31.9
"1715",821,35,1,0,"worst","regret_late","data",27,0.2,31.9
"1716",821,36,0,0,"worst","regret_late","data",27,0.2,31.9
"1717",821,37,0,0,"worst","regret_late","data",27,0.2,31.9
"1718",821,38,1,2,"medium","regret_late","data",27,0.5,31.9
"1719",821,39,0,2,"medium","regret_late","data",27,0.5,31.9
"1720",821,40,1,2,"medium","regret_late","data",27,0.5,31.9
"1721",821,41,0,2,"medium","regret_late","data",27,0.5,31.9
"1722",821,42,0,0,"worst","regret_late","data",27,0.2,31.9
"1723",821,43,0,2,"medium","regret_late","data",27,0.5,31.9
"1724",821,44,0,2,"medium","regret_late","data",27,0.5,31.9
"1725",821,45,1,1,"best","regret_late","data",27,0.7,31.9
"1726",821,46,1,1,"best","regret_late","data",27,0.7,31.9
"1727",821,47,0,1,"best","regret_late","data",27,0.7,31.9
"1728",821,48,1,1,"best","regret_late","data",27,0.7,31.9
"1729",821,49,1,1,"best","regret_late","data",27,0.7,31.9
"1730",821,50,1,1,"best","regret_late","data",27,0.7,31.9
"1731",821,51,0,1,"best","regret_late","data",27,0.7,31.9
"1732",821,52,1,1,"best","regret_late","data",27,0.7,31.9
"1733",821,53,1,1,"best","regret_late","data",27,0.7,31.9
"1734",821,54,0,1,"best","regret_late","data",27,0.7,31.9
"1735",821,55,0,1,"best","regret_late","data",27,0.7,31.9
"1736",821,56,0,1,"best","regret_late","data",27,0.7,31.9
"1737",821,57,0,2,"medium","regret_late","data",27,0.5,31.9
"1738",821,58,1,1,"best","regret_late","data",27,0.7,31.9
"1739",821,59,1,1,"best","regret_late","data",27,0.7,31.9
"1740",821,60,1,1,"best","regret_late","data",27,0.7,31.9
"1741",871,1,1,1,"best","regret_late","data",36,0.7,34.2
"1742",871,2,0,0,"medium","regret_late","data",36,0.5,34.2
"1743",871,3,1,1,"best","regret_late","data",36,0.7,34.2
"1744",871,4,1,1,"best","regret_late","data",36,0.7,34.2
"1745",871,5,0,1,"best","regret_late","data",36,0.7,34.2
"1746",871,6,0,2,"worst","regret_late","data",36,0.2,34.2
"1747",871,7,1,1,"best","regret_late","data",36,0.7,34.2
"1748",871,8,1,0,"medium","regret_late","data",36,0.5,34.2
"1749",871,9,0,2,"worst","regret_late","data",36,0.2,34.2
"1750",871,10,1,1,"best","regret_late","data",36,0.7,34.2
"1751",871,11,0,1,"best","regret_late","data",36,0.7,34.2
"1752",871,12,1,0,"medium","regret_late","data",36,0.5,34.2
"1753",871,13,1,2,"worst","regret_late","data",36,0.2,34.2
"1754",871,14,0,1,"best","regret_late","data",36,0.7,34.2
"1755",871,15,0,0,"medium","regret_late","data",36,0.5,34.2
"1756",871,16,1,0,"medium","regret_late","data",36,0.5,34.2
"1757",871,17,1,1,"best","regret_late","data",36,0.7,34.2
"1758",871,18,0,2,"worst","regret_late","data",36,0.2,34.2
"1759",871,19,1,1,"best","regret_late","data",36,0.7,34.2
"1760",871,20,1,1,"best","regret_late","data",36,0.7,34.2
"1761",871,21,1,0,"medium","regret_late","data",36,0.5,34.2
"1762",871,22,1,1,"best","regret_late","data",36,0.7,34.2
"1763",871,23,0,1,"best","regret_late","data",36,0.7,34.2
"1764",871,24,1,0,"medium","regret_late","data",36,0.5,34.2
"1765",871,25,1,0,"medium","regret_late","data",36,0.5,34.2
"1766",871,26,0,0,"medium","regret_late","data",36,0.5,34.2
"1767",871,27,1,1,"best","regret_late","data",36,0.7,34.2
"1768",871,28,0,0,"medium","regret_late","data",36,0.5,34.2
"1769",871,29,1,1,"best","regret_late","data",36,0.7,34.2
"1770",871,30,1,1,"best","regret_late","data",36,0.7,34.2
"1771",871,31,1,1,"best","regret_late","data",36,0.7,34.2
"1772",871,32,0,0,"medium","regret_late","data",36,0.5,34.2
"1773",871,33,0,1,"best","regret_late","data",36,0.7,34.2
"1774",871,34,0,1,"best","regret_late","data",36,0.7,34.2
"1775",871,35,1,2,"worst","regret_late","data",36,0.2,34.2
"1776",871,36,0,0,"medium","regret_late","data",36,0.5,34.2
"1777",871,37,1,0,"medium","regret_late","data",36,0.5,34.2
"1778",871,38,0,2,"worst","regret_late","data",36,0.2,34.2
"1779",871,39,1,1,"best","regret_late","data",36,0.7,34.2
"1780",871,40,1,0,"medium","regret_late","data",36,0.5,34.2
"1781",871,41,1,1,"best","regret_late","data",36,0.7,34.2
"1782",871,42,1,1,"best","regret_late","data",36,0.7,34.2
"1783",871,43,0,0,"medium","regret_late","data",36,0.5,34.2
"1784",871,44,0,2,"worst","regret_late","data",36,0.2,34.2
"1785",871,45,1,1,"best","regret_late","data",36,0.7,34.2
"1786",871,46,1,1,"best","regret_late","data",36,0.7,34.2
"1787",871,47,1,1,"best","regret_late","data",36,0.7,34.2
"1788",871,48,0,0,"medium","regret_late","data",36,0.5,34.2
"1789",871,49,1,1,"best","regret_late","data",36,0.7,34.2
"1790",871,50,0,1,"best","regret_late","data",36,0.7,34.2
"1791",871,51,1,1,"best","regret_late","data",36,0.7,34.2
"1792",871,52,1,0,"medium","regret_late","data",36,0.5,34.2
"1793",871,53,0,0,"medium","regret_late","data",36,0.5,34.2
"1794",871,54,0,2,"worst","regret_late","data",36,0.2,34.2
"1795",871,55,1,1,"best","regret_late","data",36,0.7,34.2
"1796",871,56,1,1,"best","regret_late","data",36,0.7,34.2
"1797",871,57,0,1,"best","regret_late","data",36,0.7,34.2
"1798",871,58,1,0,"medium","regret_late","data",36,0.5,34.2
"1799",871,59,0,1,"best","regret_late","data",36,0.7,34.2
"1800",871,60,1,1,"best","regret_late","data",36,0.7,34.2
"1801",838,1,1,1,"best","regret_late","data",39,0.7,38.4
"1802",838,2,1,1,"best","regret_late","data",39,0.7,38.4
"1803",838,3,1,1,"best","regret_late","data",39,0.7,38.4
"1804",838,4,1,1,"best","regret_late","data",39,0.7,38.4
"1805",838,5,1,1,"best","regret_late","data",39,0.7,38.4
"1806",838,6,1,1,"best","regret_late","data",39,0.7,38.4
"1807",838,7,1,1,"best","regret_late","data",39,0.7,38.4
"1808",838,8,1,1,"best","regret_late","data",39,0.7,38.4
"1809",838,9,1,1,"best","regret_late","data",39,0.7,38.4
"1810",838,10,1,1,"best","regret_late","data",39,0.7,38.4
"1811",838,11,1,1,"best","regret_late","data",39,0.7,38.4
"1812",838,12,1,1,"best","regret_late","data",39,0.7,38.4
"1813",838,13,1,1,"best","regret_late","data",39,0.7,38.4
"1814",838,14,1,1,"best","regret_late","data",39,0.7,38.4
"1815",838,15,1,1,"best","regret_late","data",39,0.7,38.4
"1816",838,16,1,1,"best","regret_late","data",39,0.7,38.4
"1817",838,17,1,1,"best","regret_late","data",39,0.7,38.4
"1818",838,18,1,1,"best","regret_late","data",39,0.7,38.4
"1819",838,19,0,1,"best","regret_late","data",39,0.7,38.4
"1820",838,20,0,0,"medium","regret_late","data",39,0.5,38.4
"1821",838,21,0,2,"worst","regret_late","data",39,0.2,38.4
"1822",838,22,0,1,"best","regret_late","data",39,0.7,38.4
"1823",838,23,1,1,"best","regret_late","data",39,0.7,38.4
"1824",838,24,0,1,"best","regret_late","data",39,0.7,38.4
"1825",838,25,1,1,"best","regret_late","data",39,0.7,38.4
"1826",838,26,1,1,"best","regret_late","data",39,0.7,38.4
"1827",838,27,0,1,"best","regret_late","data",39,0.7,38.4
"1828",838,28,1,0,"medium","regret_late","data",39,0.5,38.4
"1829",838,29,0,0,"medium","regret_late","data",39,0.5,38.4
"1830",838,30,0,0,"medium","regret_late","data",39,0.5,38.4
"1831",838,31,1,1,"best","regret_late","data",39,0.7,38.4
"1832",838,32,0,1,"best","regret_late","data",39,0.7,38.4
"1833",838,33,0,1,"best","regret_late","data",39,0.7,38.4
"1834",838,34,1,0,"medium","regret_late","data",39,0.5,38.4
"1835",838,35,0,0,"medium","regret_late","data",39,0.5,38.4
"1836",838,36,0,0,"medium","regret_late","data",39,0.5,38.4
"1837",838,37,0,0,"medium","regret_late","data",39,0.5,38.4
"1838",838,38,0,2,"worst","regret_late","data",39,0.2,38.4
"1839",838,39,1,2,"worst","regret_late","data",39,0.2,38.4
"1840",838,40,0,2,"worst","regret_late","data",39,0.2,38.4
"1841",838,41,1,1,"best","regret_late","data",39,0.7,38.4
"1842",838,42,1,1,"best","regret_late","data",39,0.7,38.4
"1843",838,43,1,1,"best","regret_late","data",39,0.7,38.4
"1844",838,44,1,1,"best","regret_late","data",39,0.7,38.4
"1845",838,45,1,1,"best","regret_late","data",39,0.7,38.4
"1846",838,46,1,1,"best","regret_late","data",39,0.7,38.4
"1847",838,47,0,1,"best","regret_late","data",39,0.7,38.4
"1848",838,48,1,1,"best","regret_late","data",39,0.7,38.4
"1849",838,49,0,1,"best","regret_late","data",39,0.7,38.4
"1850",838,50,1,1,"best","regret_late","data",39,0.7,38.4
"1851",838,51,1,1,"best","regret_late","data",39,0.7,38.4
"1852",838,52,1,1,"best","regret_late","data",39,0.7,38.4
"1853",838,53,0,1,"best","regret_late","data",39,0.7,38.4
"1854",838,54,1,1,"best","regret_late","data",39,0.7,38.4
"1855",838,55,0,1,"best","regret_late","data",39,0.7,38.4
"1856",838,56,0,1,"best","regret_late","data",39,0.7,38.4
"1857",838,57,1,1,"best","regret_late","data",39,0.7,38.4
"1858",838,58,0,1,"best","regret_late","data",39,0.7,38.4
"1859",838,59,1,1,"best","regret_late","data",39,0.7,38.4
"1860",838,60,1,1,"best","regret_late","data",39,0.7,38.4
"1861",854,1,0,0,"worst","regret_late","data",33,0.2,30.7
"1862",854,2,0,1,"medium","regret_late","data",33,0.5,30.7
"1863",854,3,0,2,"best","regret_late","data",33,0.7,30.7
"1864",854,4,1,2,"best","regret_late","data",33,0.7,30.7
"1865",854,5,0,2,"best","regret_late","data",33,0.7,30.7
"1866",854,6,1,1,"medium","regret_late","data",33,0.5,30.7
"1867",854,7,1,1,"medium","regret_late","data",33,0.5,30.7
"1868",854,8,0,1,"medium","regret_late","data",33,0.5,30.7
"1869",854,9,1,2,"best","regret_late","data",33,0.7,30.7
"1870",854,10,0,0,"worst","regret_late","data",33,0.2,30.7
"1871",854,11,1,0,"worst","regret_late","data",33,0.2,30.7
"1872",854,12,1,1,"medium","regret_late","data",33,0.5,30.7
"1873",854,13,0,0,"worst","regret_late","data",33,0.2,30.7
"1874",854,14,1,1,"medium","regret_late","data",33,0.5,30.7
"1875",854,15,0,2,"best","regret_late","data",33,0.7,30.7
"1876",854,16,1,2,"best","regret_late","data",33,0.7,30.7
"1877",854,17,1,1,"medium","regret_late","data",33,0.5,30.7
"1878",854,18,0,0,"worst","regret_late","data",33,0.2,30.7
"1879",854,19,1,1,"medium","regret_late","data",33,0.5,30.7
"1880",854,20,1,2,"best","regret_late","data",33,0.7,30.7
"1881",854,21,1,2,"best","regret_late","data",33,0.7,30.7
"1882",854,22,0,0,"worst","regret_late","data",33,0.2,30.7
"1883",854,23,0,1,"medium","regret_late","data",33,0.5,30.7
"1884",854,24,0,1,"medium","regret_late","data",33,0.5,30.7
"1885",854,25,0,2,"best","regret_late","data",33,0.7,30.7
"1886",854,26,1,2,"best","regret_late","data",33,0.7,30.7
"1887",854,27,1,0,"worst","regret_late","data",33,0.2,30.7
"1888",854,28,1,1,"medium","regret_late","data",33,0.5,30.7
"1889",854,29,1,2,"best","regret_late","data",33,0.7,30.7
"1890",854,30,1,0,"worst","regret_late","data",33,0.2,30.7
"1891",854,31,1,0,"worst","regret_late","data",33,0.2,30.7
"1892",854,32,0,0,"worst","regret_late","data",33,0.2,30.7
"1893",854,33,0,1,"medium","regret_late","data",33,0.5,30.7
"1894",854,34,1,1,"medium","regret_late","data",33,0.5,30.7
"1895",854,35,1,2,"best","regret_late","data",33,0.7,30.7
"1896",854,36,0,2,"best","regret_late","data",33,0.7,30.7
"1897",854,37,1,1,"medium","regret_late","data",33,0.5,30.7
"1898",854,38,0,1,"medium","regret_late","data",33,0.5,30.7
"1899",854,39,0,0,"worst","regret_late","data",33,0.2,30.7
"1900",854,40,1,2,"best","regret_late","data",33,0.7,30.7
"1901",854,41,0,2,"best","regret_late","data",33,0.7,30.7
"1902",854,42,0,0,"worst","regret_late","data",33,0.2,30.7
"1903",854,43,1,1,"medium","regret_late","data",33,0.5,30.7
"1904",854,44,0,1,"medium","regret_late","data",33,0.5,30.7
"1905",854,45,1,2,"best","regret_late","data",33,0.7,30.7
"1906",854,46,1,2,"best","regret_late","data",33,0.7,30.7
"1907",854,47,1,2,"best","regret_late","data",33,0.7,30.7
"1908",854,48,1,2,"best","regret_late","data",33,0.7,30.7
"1909",854,49,1,2,"best","regret_late","data",33,0.7,30.7
"1910",854,50,0,2,"best","regret_late","data",33,0.7,30.7
"1911",854,51,0,0,"worst","regret_late","data",33,0.2,30.7
"1912",854,52,1,1,"medium","regret_late","data",33,0.5,30.7
"1913",854,53,1,1,"medium","regret_late","data",33,0.5,30.7
"1914",854,54,1,1,"medium","regret_late","data",33,0.5,30.7
"1915",854,55,0,1,"medium","regret_late","data",33,0.5,30.7
"1916",854,56,0,1,"medium","regret_late","data",33,0.5,30.7
"1917",854,57,0,2,"best","regret_late","data",33,0.7,30.7
"1918",854,58,1,1,"medium","regret_late","data",33,0.5,30.7
"1919",854,59,0,1,"medium","regret_late","data",33,0.5,30.7
"1920",854,60,1,2,"best","regret_late","data",33,0.7,30.7
"1921",802,1,0,0,"medium","regret_late","data",29,0.5,31.5
"1922",802,2,1,1,"best","regret_late","data",29,0.7,31.5
"1923",802,3,1,1,"best","regret_late","data",29,0.7,31.5
"1924",802,4,0,1,"best","regret_late","data",29,0.7,31.5
"1925",802,5,0,1,"best","regret_late","data",29,0.7,31.5
"1926",802,6,0,1,"best","regret_late","data",29,0.7,31.5
"1927",802,7,0,2,"worst","regret_late","data",29,0.2,31.5
"1928",802,8,1,2,"worst","regret_late","data",29,0.2,31.5
"1929",802,9,1,2,"worst","regret_late","data",29,0.2,31.5
"1930",802,10,0,2,"worst","regret_late","data",29,0.2,31.5
"1931",802,11,0,2,"worst","regret_late","data",29,0.2,31.5
"1932",802,12,0,2,"worst","regret_late","data",29,0.2,31.5
"1933",802,13,0,0,"medium","regret_late","data",29,0.5,31.5
"1934",802,14,1,0,"medium","regret_late","data",29,0.5,31.5
"1935",802,15,1,0,"medium","regret_late","data",29,0.5,31.5
"1936",802,16,1,0,"medium","regret_late","data",29,0.5,31.5
"1937",802,17,0,0,"medium","regret_late","data",29,0.5,31.5
"1938",802,18,0,0,"medium","regret_late","data",29,0.5,31.5
"1939",802,19,1,0,"medium","regret_late","data",29,0.5,31.5
"1940",802,20,0,0,"medium","regret_late","data",29,0.5,31.5
"1941",802,21,0,0,"medium","regret_late","data",29,0.5,31.5
"1942",802,22,0,1,"best","regret_late","data",29,0.7,31.5
"1943",802,23,1,1,"best","regret_late","data",29,0.7,31.5
"1944",802,24,1,1,"best","regret_late","data",29,0.7,31.5
"1945",802,25,1,1,"best","regret_late","data",29,0.7,31.5
"1946",802,26,0,1,"best","regret_late","data",29,0.7,31.5
"1947",802,27,0,2,"worst","regret_late","data",29,0.2,31.5
"1948",802,28,0,2,"worst","regret_late","data",29,0.2,31.5
"1949",802,29,1,0,"medium","regret_late","data",29,0.5,31.5
"1950",802,30,0,0,"medium","regret_late","data",29,0.5,31.5
"1951",802,31,1,0,"medium","regret_late","data",29,0.5,31.5
"1952",802,32,0,0,"medium","regret_late","data",29,0.5,31.5
"1953",802,33,0,0,"medium","regret_late","data",29,0.5,31.5
"1954",802,34,0,0,"medium","regret_late","data",29,0.5,31.5
"1955",802,35,0,0,"medium","regret_late","data",29,0.5,31.5
"1956",802,36,1,0,"medium","regret_late","data",29,0.5,31.5
"1957",802,37,1,0,"medium","regret_late","data",29,0.5,31.5
"1958",802,38,0,0,"medium","regret_late","data",29,0.5,31.5
"1959",802,39,1,1,"best","regret_late","data",29,0.7,31.5
"1960",802,40,1,1,"best","regret_late","data",29,0.7,31.5
"1961",802,41,1,1,"best","regret_late","data",29,0.7,31.5
"1962",802,42,1,1,"best","regret_late","data",29,0.7,31.5
"1963",802,43,1,1,"best","regret_late","data",29,0.7,31.5
"1964",802,44,0,1,"best","regret_late","data",29,0.7,31.5
"1965",802,45,1,1,"best","regret_late","data",29,0.7,31.5
"1966",802,46,1,1,"best","regret_late","data",29,0.7,31.5
"1967",802,47,1,1,"best","regret_late","data",29,0.7,31.5
"1968",802,48,1,1,"best","regret_late","data",29,0.7,31.5
"1969",802,49,0,1,"best","regret_late","data",29,0.7,31.5
"1970",802,50,1,1,"best","regret_late","data",29,0.7,31.5
"1971",802,51,0,1,"best","regret_late","data",29,0.7,31.5
"1972",802,52,1,1,"best","regret_late","data",29,0.7,31.5
"1973",802,53,1,1,"best","regret_late","data",29,0.7,31.5
"1974",802,54,1,1,"best","regret_late","data",29,0.7,31.5
"1975",802,55,1,1,"best","regret_late","data",29,0.7,31.5
"1976",802,56,0,2,"worst","regret_late","data",29,0.2,31.5
"1977",802,57,0,2,"worst","regret_late","data",29,0.2,31.5
"1978",802,58,0,2,"worst","regret_late","data",29,0.2,31.5
"1979",802,59,0,2,"worst","regret_late","data",29,0.2,31.5
"1980",802,60,0,2,"worst","regret_late","data",29,0.2,31.5
"1981",827,1,1,1,"best","regret_late","data",38,0.7,40.1
"1982",827,2,0,0,"medium","regret_late","data",38,0.5,40.1
"1983",827,3,0,1,"best","regret_late","data",38,0.7,40.1
"1984",827,4,1,1,"best","regret_late","data",38,0.7,40.1
"1985",827,5,1,1,"best","regret_late","data",38,0.7,40.1
"1986",827,6,1,1,"best","regret_late","data",38,0.7,40.1
"1987",827,7,1,1,"best","regret_late","data",38,0.7,40.1
"1988",827,8,1,1,"best","regret_late","data",38,0.7,40.1
"1989",827,9,1,1,"best","regret_late","data",38,0.7,40.1
"1990",827,10,1,1,"best","regret_late","data",38,0.7,40.1
"1991",827,11,0,1,"best","regret_late","data",38,0.7,40.1
"1992",827,12,1,1,"best","regret_late","data",38,0.7,40.1
"1993",827,13,1,1,"best","regret_late","data",38,0.7,40.1
"1994",827,14,1,1,"best","regret_late","data",38,0.7,40.1
"1995",827,15,1,1,"best","regret_late","data",38,0.7,40.1
"1996",827,16,1,1,"best","regret_late","data",38,0.7,40.1
"1997",827,17,1,1,"best","regret_late","data",38,0.7,40.1
"1998",827,18,1,1,"best","regret_late","data",38,0.7,40.1
"1999",827,19,0,1,"best","regret_late","data",38,0.7,40.1
"2000",827,20,1,1,"best","regret_late","data",38,0.7,40.1
"2001",827,21,1,1,"best","regret_late","data",38,0.7,40.1
"2002",827,22,1,1,"best","regret_late","data",38,0.7,40.1
"2003",827,23,1,1,"best","regret_late","data",38,0.7,40.1
"2004",827,24,1,2,"worst","regret_late","data",38,0.2,40.1
"2005",827,25,0,1,"best","regret_late","data",38,0.7,40.1
"2006",827,26,1,1,"best","regret_late","data",38,0.7,40.1
"2007",827,27,1,1,"best","regret_late","data",38,0.7,40.1
"2008",827,28,0,1,"best","regret_late","data",38,0.7,40.1
"2009",827,29,0,1,"best","regret_late","data",38,0.7,40.1
"2010",827,30,0,1,"best","regret_late","data",38,0.7,40.1
"2011",827,31,0,1,"best","regret_late","data",38,0.7,40.1
"2012",827,32,1,1,"best","regret_late","data",38,0.7,40.1
"2013",827,33,0,1,"best","regret_late","data",38,0.7,40.1
"2014",827,34,1,1,"best","regret_late","data",38,0.7,40.1
"2015",827,35,0,1,"best","regret_late","data",38,0.7,40.1
"2016",827,36,1,1,"best","regret_late","data",38,0.7,40.1
"2017",827,37,0,0,"medium","regret_late","data",38,0.5,40.1
"2018",827,38,1,1,"best","regret_late","data",38,0.7,40.1
"2019",827,39,1,1,"best","regret_late","data",38,0.7,40.1
"2020",827,40,1,1,"best","regret_late","data",38,0.7,40.1
"2021",827,41,0,2,"worst","regret_late","data",38,0.2,40.1
"2022",827,42,0,1,"best","regret_late","data",38,0.7,40.1
"2023",827,43,0,1,"best","regret_late","data",38,0.7,40.1
"2024",827,44,1,1,"best","regret_late","data",38,0.7,40.1
"2025",827,45,1,1,"best","regret_late","data",38,0.7,40.1
"2026",827,46,1,1,"best","regret_late","data",38,0.7,40.1
